"Date","C4Super","C4Medium","Bulog"
"2021-01-04","11750","10667","9083"
"2021-01-05","11750","10667","9083"
"2021-01-06","11750","10667","9083"
"2021-01-07","11750","10667","9083"
"2021-01-08","11750","10667","9083"
"2021-01-09","","",""
"2021-01-10","","",""
"2021-01-11","11750","10667","9083"
"2021-01-12","11750","10667","9083"
"2021-01-13","11750","10667","9083"
"2021-01-14","11750","10667","9083"
"2021-01-15","11750","10667","9083"
"2021-01-16","","",""
"2021-01-17","","",""
"2021-01-18","11750","10667","9083"
"2021-01-19","11750","10667","9083"
"2021-01-20","11750","10667","9083"
"2021-01-21","11750","10667","9083"
"2021-01-22","11750","10667","9083"
"2021-01-23","","",""
"2021-01-24","","",""
"2021-01-25","11750","10667","9083"
"2021-01-26","11750","10667","9083"
"2021-01-27","11750","10667","9083"
"2021-01-28","11750","10667","9083"
"2021-01-29","11750","10667","9083"
"2021-01-30","","",""
"2021-01-31","","",""
"2021-02-01","11750","10667","9083"
"2021-02-02","11750","10667","9083"
"2021-02-03","11750","10667","9083"
"2021-02-04","11750","10667","9083"
"2021-02-05","11750","10667","9083"
"2021-02-06","","",""
"2021-02-07","","",""
"2021-02-08","11750","10500","9083"
"2021-02-09","11750","10500","9083"
"2021-02-10","11750","10500","9083"
"2021-02-11","11750","10500","9083"
"2021-02-12","11750","10500","9083"
"2021-02-13","","",""
"2021-02-14","","",""
"2021-02-15","11750","10500","9083"
"2021-02-16","11750","10500","9083"
"2021-02-17","11750","10500","9083"
"2021-02-18","11750","10500","9083"
"2021-02-19","11750","10500","9083"
"2021-02-20","","",""
"2021-02-21","","",""
"2021-02-22","11750","10500","9083"
"2021-02-23","11750","10500","9083"
"2021-02-24","11750","10500","9083"
"2021-02-25","11750","10500","9083"
"2021-02-26","11750","10500","9083"
"2021-02-27","","",""
"2021-02-28","","",""
"2021-03-01","11750","10500","9083"
"2021-03-02","11750","10667","9083"
"2021-03-03","11583","10583","9083"
"2021-03-04","11583","10583","9083"
"2021-03-05","11583","10583","9083"
"2021-03-06","","",""
"2021-03-07","","",""
"2021-03-08","11750","10333","9083"
"2021-03-09","11750","10500","9083"
"2021-03-10","11750","10500","9083"
"2021-03-11","11750","10500","9083"
"2021-03-12","11750","10500","9083"
"2021-03-13","","",""
"2021-03-14","","",""
"2021-03-15","11750","10333","9083"
"2021-03-16","11750","10333","9083"
"2021-03-17","11750","10333","9083"
"2021-03-18","11750","10333","9083"
"2021-03-19","11750","10333","9083"
"2021-03-20","","",""
"2021-03-21","","",""
"2021-03-22","11750","10333","9083"
"2021-03-23","11750","10417","9083"
"2021-03-24","11750","10417","9083"
"2021-03-25","11750","10417","9083"
"2021-03-26","11750","10417","9083"
"2021-03-27","","",""
"2021-03-28","","",""
"2021-03-29","11750","10417","9167"
"2021-03-30","11500","10250","9167"
"2021-03-31","11500","10250","9167"
"2021-04-01","11667","10417","9167"
"2021-04-02","11667","10417","9167"
"2021-04-03","","",""
"2021-04-04","","",""
"2021-04-05","11750","10417","9083"
"2021-04-06","11667","10250","8917"
"2021-04-07","11667","10250","9000"
"2021-04-08","11833","10417","9000"
"2021-04-09","11833","10417","9000"
"2021-04-10","","",""
"2021-04-11","","",""
"2021-04-12","12000","11000","9167"
"2021-04-13","12000","11000","9167"
"2021-04-14","12000","11000","9167"
"2021-04-15","12000","11000","9167"
"2021-04-16","12000","11000","9167"
"2021-04-17","","",""
"2021-04-18","","",""
"2021-04-19","11917","10583","9167"
"2021-04-20","11917","10583","9167"
"2021-04-21","11833","10583","9167"
"2021-04-22","11833","10583","9167"
"2021-04-23","11833","10583","9167"
"2021-04-24","","",""
"2021-04-25","","",""
"2021-04-26","11833","10583","9167"
"2021-04-27","11833","10583","9167"
"2021-04-28","11833","10583","9167"
"2021-04-29","11833","10583","9167"
"2021-04-30","11833","10583","9167"
"2021-05-01","","",""
"2021-05-02","","",""
"2021-05-03","11833","10583","9167"
"2021-05-04","11867","10583","9167"
"2021-05-05","11867","10583","9167"
"2021-05-06","11867","10583","9167"
"2021-05-07","11867","10583","9167"
"2021-05-08","","",""
"2021-05-09","","",""
"2021-05-10","11867","10583","9167"
"2021-05-11","11867","10583","9167"
"2021-05-12","11867","10583","9167"
"2021-05-13","11867","10583","9167"
"2021-05-14","11867","10583","9167"
"2021-05-15","","",""
"2021-05-16","","",""
"2021-05-17","11833","10667","9167"
"2021-05-18","11833","10667","9167"
"2021-05-19","11833","10667","9167"
"2021-05-20","11833","10667","9167"
"2021-05-21","11833","10667","9167"
"2021-05-22","","",""
"2021-05-23","","",""
"2021-05-24","11833","10667","9167"
"2021-05-25","11833","10667","9167"
"2021-05-26","11833","10667","9167"
"2021-05-27","11833","10667","9167"
"2021-05-28","11833","10667","9167"
"2021-05-29","","",""
"2021-05-30","","",""
"2021-05-31","11833","10667","9167"
"2021-06-01","11833","10667","9167"
"2021-06-02","11833","10667","9167"
"2021-06-03","11833","10667","9167"
"2021-06-04","11833","10667","9167"
"2021-06-05","","",""
"2021-06-06","","",""
"2021-06-07","11833","10667","9167"
"2021-06-08","12167","10833","9167"
"2021-06-09","12500","11000","9167"
"2021-06-10","12500","11000","9167"
"2021-06-11","12500","11000","9167"
"2021-06-12","","",""
"2021-06-13","","",""
"2021-06-14","12167","10833","9167"
"2021-06-15","12167","10833","9167"
"2021-06-16","12167","10833","9167"
"2021-06-17","12167","10833","9167"
"2021-06-18","12167","10833","9167"
"2021-06-19","","",""
"2021-06-20","","",""
"2021-06-21","12167","10833","9167"
"2021-06-22","12167","10833","9167"
"2021-06-23","12167","10833","9167"
"2021-06-24","12167","10833","9167"
"2021-06-25","12167","10833","9167"
"2021-06-26","","",""
"2021-06-27","","",""
"2021-06-28","12167","10833","9167"
"2021-06-29","12167","10833","9167"
"2021-06-30","12167","10833","9167"
"2021-07-01","12167","10833","9167"
"2021-07-02","12167","10833","9167"
"2021-07-03","","",""
"2021-07-04","","",""
"2021-07-05","12167","10833","9167"
"2021-07-06","12167","10833","9167"
"2021-07-07","12167","10833","9167"
"2021-07-08","12167","10833","9167"
"2021-07-09","12167","10833","9167"
"2021-07-10","","",""
"2021-07-11","","",""
"2021-07-12","12167","10833","9167"
"2021-07-13","12167","10833","9167"
"2021-07-14","12083","10750","9242"
"2021-07-15","12083","10750","9242"
"2021-07-16","12083","10750","9242"
"2021-07-17","","",""
"2021-07-18","","",""
"2021-07-19","12083","10750","9242"
"2021-07-20","12083","10750","9242"
"2021-07-21","12083","10750","9242"
"2021-07-22","12083","10750","9242"
"2021-07-23","12083","10750","9242"
"2021-07-24","","",""
"2021-07-25","","",""
"2021-07-26","12083","10750","9242"
"2021-07-27","12083","10750","9242"
"2021-07-28","12083","10750","9242"
"2021-07-29","12083","10750","9242"
"2021-07-30","12083","10750","9242"
"2021-07-31","","",""
"2021-08-01","","",""
"2021-08-02","11667","10417","9300"
"2021-08-03","11667","10417","9300"
"2021-08-04","11667","10417","9300"
"2021-08-05","11667","10417","9300"
"2021-08-06","11667","10417","9300"
"2021-08-07","","",""
"2021-08-08","","",""
"2021-08-09","11667","10417","9300"
"2021-08-10","11667","10417","9300"
"2021-08-11","11667","10417","9300"
"2021-08-12","11667","10417","9300"
"2021-08-13","11667","10417","9300"
"2021-08-14","","",""
"2021-08-15","","",""
"2021-08-16","11750","10500","9283"
"2021-08-17","11750","10500","9283"
"2021-08-18","11750","10500","9283"
"2021-08-19","11750","10500","9283"
"2021-08-20","11750","10500","9283"
"2021-08-21","","",""
"2021-08-22","","",""
"2021-08-23","11750","10500","9283"
"2021-08-24","11750","10500","9350"
"2021-08-25","11750","10500","9350"
"2021-08-26","11750","10500","9350"
"2021-08-27","11750","10500","9350"
"2021-08-28","","",""
"2021-08-29","","",""
"2021-08-30","11750","10500","9350"
"2021-08-31","11750","10500","9350"
"2021-09-01","11750","10500","9350"
"2021-09-02","11750","10500","9350"
"2021-09-03","11750","10500","9350"
"2021-09-04","","",""
"2021-09-05","","",""
"2021-09-06","11750","10500","9283"
"2021-09-07","11750","10500","9283"
"2021-09-08","11750","10500","9283"
"2021-09-09","11750","10500","9283"
"2021-09-10","11750","10500","9283"
"2021-09-11","","",""
"2021-09-12","","",""
"2021-09-13","11750","10500","9283"
"2021-09-14","11750","10500","9283"
"2021-09-15","11750","10500","9283"
"2021-09-16","11750","10500","9283"
"2021-09-17","11750","10500","9283"
"2021-09-18","","",""
"2021-09-19","","",""
"2021-09-20","11750","10500","9283"
"2021-09-21","11750","10500","9350"
"2021-09-22","11750","10500","9350"
"2021-09-23","11750","10500","9350"
"2021-09-24","11750","10500","9350"
"2021-09-25","","",""
"2021-09-26","","",""
"2021-09-27","11750","10500","9283"
"2021-09-28","11750","10500","9283"
"2021-09-29","11750","10500","9283"
"2021-09-30","11750","10500","9283"
"2021-10-01","11750","10500","9350"
"2021-10-02","","",""
"2021-10-03","","",""
"2021-10-04","11750","10500","9283"
"2021-10-05","11750","10500","9283"
"2021-10-06","11750","10500","9283"
"2021-10-07","11750","10500","9283"
"2021-10-08","11750","10500","9283"
"2021-10-09","","",""
"2021-10-10","","",""
"2021-10-11","11750","10500","9283"
"2021-10-12","11750","10500","9283"
"2021-10-13","11750","10500","9283"
"2021-10-14","11750","10500","9283"
"2021-10-15","11750","10500","9283"
"2021-10-16","","",""
"2021-10-17","","",""
"2021-10-18","11750","10500","9283"
"2021-10-19","11750","10500","9283"
"2021-10-20","11750","10500","9283"
"2021-10-21","11750","10500","9283"
"2021-10-22","11750","10500","9283"
"2021-10-23","","",""
"2021-10-24","","",""
"2021-10-25","11750","10500","9283"
"2021-10-26","11750","10500","9283"
"2021-10-27","11750","10500","9283"
"2021-10-28","11750","10500","9283"
"2021-10-29","11750","10667","9283"
"2021-10-30","","",""
"2021-10-31","","",""
"2021-11-01","11625","10250","9325"
"2021-11-02","11625","10250","9325"
"2021-11-03","11625","10250","9325"
"2021-11-04","11625","10250","9325"
"2021-11-05","11625","10250","9325"
"2021-11-06","","",""
"2021-11-07","","",""
"2021-11-08","11750","10500","9283"
"2021-11-09","11750","10500","9283"
"2021-11-10","11750","10500","9283"
"2021-11-11","11750","10500","9283"
"2021-11-12","11750","10500","9283"
"2021-11-13","","",""
"2021-11-14","","",""
"2021-11-15","11625","10250","9325"
"2021-11-16","11625","10250","9325"
"2021-11-17","11625","10250","9425"
"2021-11-18","11625","10250","9425"
"2021-11-19","11625","10250","9425"
"2021-11-20","","",""
"2021-11-21","","",""
"2021-11-22","11750","10500","9217"
"2021-11-23","11750","10500","9217"
"2021-11-24","11750","10500","9217"
"2021-11-25","11750","10500","9217"
"2021-11-26","11750","10500","9217"
"2021-11-27","","",""
"2021-11-28","","",""
"2021-11-29","11750","10500","9217"
"2021-11-30","11583","10333","9383"
"2021-12-01","11583","10333","9383"
"2021-12-02","11583","10417","9383"
"2021-12-03","11583","10417","9383"
"2021-12-04","","",""
"2021-12-05","","",""
"2021-12-06","11750","10500","9383"
"2021-12-07","11667","10333","9383"
"2021-12-08","11667","10333","9383"
"2021-12-09","11667","10333","9383"
"2021-12-10","11667","10333","9383"
"2021-12-11","","",""
"2021-12-12","","",""
"2021-12-13","11750","10500","9383"
"2021-12-14","11750","10333","9383"
"2021-12-15","11667","10333","9383"
"2021-12-16","11667","10333","9383"
"2021-12-17","11667","10333","9383"
"2021-12-18","","",""
"2021-12-19","","",""
"2021-12-20","11750","10500","9383"
"2021-12-21","11750","10500","9383"
"2021-12-22","11750","10333","9383"
"2021-12-23","11750","10333","9383"
"2021-12-24","11750","10333","9383"
